python libraries for data collection,Ha
kon sa data collection? 😁,🤦🏻‍♂
are hme itna ni aata hai bta to sedhe sedhe.,"Lib ka collection h, agr jarurat padr to padd sakte ho"
achha,Aaise pta nhi hota kya use kare To uski index h
kl tumhara thode der ni ho paya😰😰,So gy te fr Aaj harsh se boll do
aaj uska koi paper hai to wo aaj college ni ja tha,🤦🏻‍♂
*rha ab hm kya kre iska kya mtlb smjhe hm.,Kutch nhi Vahi samhj sakte h
bro 15 min me phone krna yar abhi hm auto me hai,Ab hmm nhi karege
ghr phuchne wale hai,Ranbaj ho gy to tum ab
are plz ek bar aur,😐 15 baar kiya h
yar itne log bhr liye auto wale ne ki hm phone jeb se nikal ni paye,Dikha kubb ranbaji 🙁
bhai mafi de do yar meri puri glti ni hai phone ni kro ge🙄🙄 rngbazi dikha rhe ho tumhara to hackwithinfy me ho gya  hai aur mera ni hua hai ise wjh se 😭😭,😐
college gye?,Na
😰 aaj hmne harsh ko tumhari wjh se bheza hai collegw,Acha Smj nhi aa rha question Terms nhi pata
ok bro. 3 wale ka code do hm edit kr ke submit krwaye shivendra de ni rha,Kyo Ruko bejta hu
pta ni bol rha phle 1 krwao aur 2 fie wo de denge 😭😭,😂 de rhe milla code?
ha tum use dat diye lgta hai?,ha
mt data kro,😐
bro usne phone kr ke btaya,"oh 😂 Ye dakho , kutch smj aay to battna"
ye question hme pseudo bhi bheza hai pd rhe,Ok
bro,?
bhai shivendra ka krwao ek aaur question,🙁 Collision valla nhi ho rha
yar wo presan hai,? Probability ka forluma kya lagega isme
bro,😂
tum jrara pascal triangle la code bhezo,Koi bi phn nhi utta rha aaj
matrix wala shivendra krwao 1 aur fir ye dekhte hai plz,"Nhi ho rha vi Sab kr ke dakh cuke long long int comb(long long  n, int k)"
fir bhi ni chla?,Na
bro. call kro ek bar. war ship wale ke bare me baat krni hai,Abhi mt dalna tum
ok shobhit ship  wala ho gya,Sahi Jayg gy ? #include<iostream> Pattern printing h Python and cpp dono me submit ho gy h To toda extra chamge krne Similar char Marahan valla bej dena Sumit ka kr do pahile
ok,Marathan valla
ok,5 bi ho gy
cool,4 hi kr rhe submitt hmm Tum?
hm work life pdne ja rhe,Vo tapan ke almost kr diya h 😐
achha fir bhi ek bar hm bhi try kr le ab,Ok 👍
submit to kr hi denge,Bhai hmm 3 baje utt gy te correct
maine sumit se kaha ki ab hm apna krne ja rhe to wo kh rha jitne hote jaye idhr bhez dena,😂😂 1 bejj diya ?
👏👏 ha marathon bhez diya tumhara wala edit kr ke,8 baje over ho jayga uska
tm = (tm % 2 == 0)and tm or tm - 1 isme kya ho rha hai?,"Time divide ho 2 se Har 2 interval pr lena h na, winner fr last frequency jiski max h vo print krna h Paresn kr rha h vo tumhe ✌😂"
ni presan ni kr rha,Ok Marathan valla dedo
6 wala hua?,Hmm ja rhe sone kr ke Nope
ach 5 submit kro ge?,4 3 hi kiye h
5 tripathi ka ho gya hai na?,Ha
to kr lo use bhi,But vo koi dusri way se lagga h ab Bhai 4 hi krege
ok.,Bejo Mota sabji le rha h
ye photo usne bhezi? ki tumne khichi?,Bezi h Usne
achha,Ranbaj kubb chadi h
😁😁,Utta lo call 😐 Missed voice call Missed voice call 😡
wait,Missed voice call
call me again,😐🤦🏻‍♂
bhai.,Sir
marathon wala code ni diya tumne,Ta to tumhare pass?
c++ wala hme bs check krna hai hmne likh liya hai send me the cod,Call utao
ok],Missed voice call
#include<bits/stdc++.h> #include<bits/stdc++.h>,n=int(input())
def getmaxindex(arr):,https://onlinegdb.com/Hyg8ggLWB Share na krna isko Ye valla dena
ok,Shivendra se baat krte h kya hua 😂 Paresn h
hehe,Hua?
tum phone kro yar abhi,Trip se kr rhe baat
kro,Ak bi nhi chale bro
ye mt bolo,🙁😐
jabhi free hona call krna,Ok bro
bro kl pd harsh ke de dena,Ok
jg rhe ho? wow codeforces kiye the?,"Ha, aaj hme burra lagga h Pahile bar Ha"
yar ye sb glt baat hoti hai,🙁
I you know you are better than what you have done todau today,😐 Ye dakhna Aproch smj aay to baat krna
ha dekht hu sure cp-algorithm.co. *.com,👍 thanks
is website me us bnde ne pyar se cheeze btai hai 2 mnths use pdo ek bar cheez ko apne amdr utar lo for contest dena frk dikhe ga bhai ye robot jaisa ho gya hai,Gazb admi h
ha bio ka launda sale ko interest agya Deep learning me to nai cheze bnane lg gya,Nhi open ho rhi ye
*com use kro,Ho gai 👍
isko pdte hai ek bar pura fir dekhte hai.,Ok
ab so jao bro tumhe kl 8 ghnte clg me bhi baithna hai Aur laundo ko bhi jhelna hai,2 pe
ok,🙁😐
bhai use pd de dena,Dedi bro
👏👏 baki mahan logo ke sath mze le rhe hoge college me ek group photo bhezo bnsl ke sath me ye tumne to ni le hai photo tum bnsl ki class me ho? apne photo bhezne ko kaha bheed ki ni pta ni kon hai ye kisi lab ki photo hai.,Psit optical lab ki Yaha pr ak pc 5 lkh ka h
kon se college me bathe ho?? 😂😂,Psit me Tum kaha ho Ye kya Ml nhi lagg rhi ye
ml hai ni. Diophantine equation.,Ok
tum ye bta rhe ho ki pd rhe ho but ye chhupa rhe ho ki kya pd rhe ho.,Pnc
achha tum ye mt khna ki tum bnsl ki class me baith rhe ho,A11 me h
in salo ko hr cheez se dikkat hoti hai koi class me chla jaye to bhi na jaye to bhi mtlb log kre kya?,Left the group
wow ise uske mu pr tmacha marna khte hai,😂
bhai ek aur join kro fir chhod do,😂 Bar bar joi kr ke chode
ha bro. I need bit of help.,What help?
python se related thi.,Batao 🤔
busy to ni ho na?,Nhi
hmko ye implement krna hai jsp use kre ya fir servelt ku ki python se ho ni rha😂😂,😂😂
chlo serious baat krte hai,Ok krte h
ye btao kabhi tumne geodesic operations perform kre hai image pr internet pr to reference mil ni rha,"Ok dakhte h, try krge Abhi tk to nhi kiya"
ok agr kuchh mile to btana,11:00 pe karege!
ok,"Isme dakho, r,b,g me min and max nikal kr, unka use kr rhe h Pixel=max(r,b,g)"
You deleted this message hm iski baat kr rhe the argmax max element ki index return krta hai.,Clear nhi h pic
bhai hme to saaf saaf dikh rha hai. ruko new pic bhezte hai,Bahesh kyo kr rhe home Ho* 🤔 Ha ye tik h
bahes ni kr rhe hai,To fr 👽
us launde ka contact de hi chuke ho theek krwa denge abhi bhez ke.,Kya kr rhe ho
abhi.,Nhi nhi usko bich me mt lanna Padho jaa ke Canteen me kya kr rhe ho
yar khana kha le? subh se kuchh ni khaya hai.,Acha Pd mill gai
ha,Bhai likha h sab Kya samj nhi aa rha isme 🤔
smjh gye hai implement bhi kr pa rha hu but output expected ni a rha hai,Oh Code bejna
ok abhi mess ja rhe aakr bhezte hai tum aaj kl kaha rhte ho? whatsapp bnd kr rhe? kr rhe ho to btao hme bhi motivation mil jaye ga,😂 nhi bhai Gan paper kr rhe abhi to
achha,Bhut hard h 😶
ok hmara to mn kr rha hai,Kya?
whatsapp bnd krne ka,Band mt kro bhai Hmm baat kaise karege tumse
tum ek private app bna do special hm log ke liye,Bhai 😐🤦🏻‍♂ Latent variable kya hote h?
pta ni bro,Acha
https://en.m.wikipedia.org/wiki/Latent_variable bro isme btaya hai,👍 ok Codeforces round is live div2
aaj hm register ni kiye hme pta hi ni tha,Kr do Just started
krte hai,Ok
bahut dp bdlte ho wow Hmne aaj salon baad status pda hai kisi ka,This message was deleted 😐 😁✌
bro. college me? jb free hona to mujhe yaad se call krna,Ok shobhit.patel9935@gmail.com Link bi dedena bro
ok team ka name. kya rkho ge? java coders? rkh le😂😂,🤦🏻‍♂ Ha
rkh le rhe hm log fir bad me mt khna,Ha Java coders 🤟 😁✌
yes this one college me ho? game mt khelo,Ha Kab tak krna h ise Ye to given boll rhe h
are to train kro ge na apna model uske liye diga hoga,Oh
yes bro.,Iss data ko plot kr ke dakhte h
ha kro,Ha Aaj hm laptop nhi laay but
fir waha kya krne gye ho?,😐 kal se layge
👏👏 🍕🍕 kha lo bro waha pr canteen me ja ke,Kaa aay Tiffin se
achha chlo mze kro kiska laptop us kr rhe?,Atul ka Mess gy h vo
achha,Bro last date kya h submission Ki
29 aug ko competition khtm hoga,Kafi time h matob
yes,👍
ha bs dhyan diye rhna,Hackereath kr rhe iss baar?
abhi tk to ni kiya hai abhi hm soch rhe gate ka pdte hai,Acha
phle maths pd leta hu,🤦🏻‍♂
fir uske bad ek baar daa and ds pdu kayde ss tabhi se start kru ga,Maths 🤔 bi aati h kya usme
"yes m1, m2, m3","Ooh ha Bhai time table bejj do, to vahi hmm bi apna le"
bro hm log time table wale ni hai tripathi se baat kro wo time table wala hai,Are kutch bi banna kr bejj do Psit valla hi bejj do
okk,🤣🤣 Test series lelo
kis treeke se pdna hai ye to ni puchh rhe,Hmm nhi karege bhai 😁
why?,Just joking
ha kr lo bro,Naukri krna h bhai
psu's achha offer ata hai is bar ke jra offers dekho is bar laundo ne isc Bangalore chhod diya hai psu job offers ke wjh se,😨
Seriously bro. check kro internet pr,"Oo, but bhai hmm toda alag pln h"
ISC Ki lowest rank is baar 40 tk chli gye,So no to other things 😐
startup,✌ ✌👍 Ooh 🙁 tumhare me kon sa gpu h?
Nvidia 1050GTX,1080 kaisa h? Iss pr 3 hr lagg rhe h To isme kitna lagega?
6-7 ghnte ye 8gb wala gpu hai ye 4gb wala,😨 Iita
ha itna frk hota hai,😕 ok
🙄 mare isko btao🤨🤨,🤣 pta h hmm yahi soch rhe te 😐 ki hmm ye baat tumhe batay
btao.,☹
are launde bahut jyada chat kr rhe placement wale group me to hmne chlaya whatsapl fir hme ye bhi dikh gya.,Ye ladki kyo kr rhi aaysa 🤣👍
hme pta hai sayd,😕 nhi bhai
mzak kr rha hm bahut smman krte hai sbka,"🤩✌ But ye ladki college me to bolti nhi kutch, bas group me piche aa jati h Vaise krna bi kya h hmne , apni vali to milli nhi hmne , chli gai vooooo... 😕"
pkd ke le aaye use nam btao,Bhai vahi Didi apni
launde khel rhe hai group me,"Ha, kya kare itna time kali h Kya? Are vaah 🤩"
image reconstruction sahi result aya hai?,Abb lagg rha h phn se baat krni padegi Orr kyaa Kare phn ya saam ko
jb tumhe sahi lge,Gy nhi kya aaj
ni aaj ni gya tha,Ok Bro kaha ho
bhai it me abhi to,Sandeep k shukla kon jante ho
cs departmeny ka hod hai iit ka sayd.,Ha Kitni dur h office tumhre pass se
cs building me hai kya hua?,Kamm h toda vahha pr Bhai ka
achha,To hmn aaj aa sakte h
aana,Kab tk rahite ho?
7 kaam hua to 8 tk,And hod?
not sure about him,Ok
but ha wo nagar jaisa ni hai,😂 fr sahi h
hoga to bhga ni dega,😂😂😂🤣🤣 Pass h ky office?
hm kabhi gye ni hai,Nikal rhe h hmm Bro pta kr lo hod ka room
tum aao tabhi pta kr lenge shukla pas me hi baitha hai use sb pta hai yaha ka,Vo tumhare kon se headphones te?
steel series ke the,Matlb? Cmpy?
yahi compnyhai,Oo
Ooo,Kitne ke te
kya ho gya. 4K ka tha jb liya tha,"Oo, sahi te Headphn 👍"
achha kya hua? phone kra tha?,Ha Hota jaa rha h
ha bda hai thoda,iss data ko .csv me convert kr sakte ho?
ha kosia kr skta hu,ok i will appriciate hi help because i am not familiar with .json format
json is much better than csv json dictionary jaisa hota hai,"Ohk, but have not used it in python till now? Have you?"
yes ones,Ok https://gombru.github.io/2018/05/23/cross_entropy_loss/ ye ak acha articale h
ok,Bro codevite me apne questions konkon se aayte
yad ni hai abhi bhai,Grp me pade hoge
Apne hme group se nikal diya tha,Chat bi hatta di ky
hm group delet kr diye the,Ok
aap tripathi sir se baat kr ke dekh skte hai unke me bhi same questions the,Koi nhi rahine do
sayd waha se madad mil jaye hmare pas kuchh logo ke questions pde hai agr aap wo chahe to hm bhez skte hai,Chodo rahine do
😓 I am sorry ki hm aapki madad ni kr pa rhe Hme iske liye jidgi bhr khed rhe ga,☹
😭😭,This message was deleted 😕☹
bhai kaha ho?,College me
kon se flore me?,M34 kyo
mtlb flore 3 wahu niche kood jao tumhara hwi me ni hua hai😭😭 ab tumhare jeene ka koi mtlb ni bcha,Nhi yr ☹
ha bhai Aaj college gye ho?,Ha
ok I might come today.,Ok
Bansal ki class chhod ke jindgi brwad kr rhe hai use ki bhrpai kre ab se,🤣
kahq ho bto. *bro aur Rishabh kaha hai?,M34 me
extended euclid,😬
😱,🤦🏻‍♂
🥶 ye bhi java se drta hai dekhna chaho ge,"Yehh , matlab ke jalve 😋 are vah"
iske bal ise chhod ke ud na jaye,🤣🤣 Iske bal nhi udege
hme to lg rha dekh ke ki ud jaye ge😂😂,Ye kaise open hoga
20897 Smoke12@ isase kr lo admin ko galiya bhez dena 🙏,"Nhi ho rha bhai, ye coe h na syd"
accha fir ho skta hai,Open ho gy coe ka ta ladka
achha password guess kr liya?,A Ta
kabil laund ahoga soch rha hoga kon hack krke uska kuchh bna lega koi ab tum password bdl do,"🤣 nhi bhai, fr vo paresn ho jayga"
uski dp me uska password lga dena,Coder rajpoot
java coder rajpoot 😁,Dakho kya kahh rhe h ye
kon,Ye
..,Shulka ke gr jaoge?
bhai aap perfectionist hai. hm to sirf perfect hai,Shukla*
/,Ha ya na?
mtlb shukla ke yaha jane ke liye puchh rhe?,Jaoge aaj ? Ha ?
tum aao to hm bhi a jaye ge,Anna to battna 🤔
ni hm doctor ke yaha chle jaye ge 2 din fever a rha hai soch rhe dva le lete hai abhi to iit aya hu,"Ha hmme bi janna h , aaj"
shukla ke yaha,"No, relatives ke ghar"
sadi ke date fix krne,"😶 Nhi Lunch ho gy , yess 😋😋"
psit me itni hriyali. ye sara ksoor bhgwan ka hai,Nature at its best
but it should not happen in around psit.,🤣 This message was deleted Ye cv kisme bani h bro
mujhe kya pta,🤔 Batao
kya btau mujhe ni pta,Template hh na
ha LaTeX me asani se bn jaye gi tumhe LaTeX ata hai? to overleaf pr bna lo apna bhi Tumhara NQT hai?,Nhi dege
kahe ni doge.,🤣🤣 Tum de rhe ho ky
ni hmki job ni krni hai is liye hm ni de rhe,"Are haa, tum business ho"
ni bhai abhi hm chht se koodna chahte hai isliye job ni kre ge masters kr le fir job bhi kr lenge sayd tbtk hme koi bdi cheez mil jaye,Ooh
jo jene ka mksd bta de. kya pta bs hm ye kh skte hai ki abhi mera koi plan ni hai i am without plan. lets see what time holds for me and for other.s,Pattern printing ka code bejo bro And char sequence ka bi
dhundta hu.,Mill gy bro
❓ hm na dhunde ab?,No
👏 bhai. interview dene gye the? speekwell me mza agye hogi. 😁😁,Actually Lucknow
❓❓ tum aaj lucknow gye ho?,Kal gy te
kl interview tha? bhai yar tum btate ni ho.,Ha Kya chee
how was the interview. hme bahut utsukta ho rhi hai. janne ki,Bekr bhai 🤣 koi nhi bhai
hm phone kr rhe. 😱😱 phone kat diya 😭😭😭 hm maf ni kre ge is baat ke liye tumhe😭😭,Bhai college me h abhi Hod sammne h ☹
usko gali do bolna Shivam kh rha tha,🤣 Tle ho rha h
tum hr no check kr rhe ho?,"Ha And counting every digits even, odd"
wo mt kro dekho,10^18 Range h
"if tum 0 ko check kr liye then tumne 9 tk krne ki jrurt ni hai just one digit is changing bs zero no of even, odd digita se tum bta skte ho ki kya hal hoga bakiyo ka patter bne ge",Ok
"0-9, 20-29, 40-49, 60-69, 80-89 ye same answeres depict kre ge aur bache hue dusre type ek",Ok
bro mohit ke pass sare gate ke videos hai na?,Na
tumne phle to ha kaha tha. 🙄🙄,60-70 gb h
achha achha kisi ke pass hai pure.,Nishad?
ho to dilwa do uske pass pure ni hai,Sumit
mere ane wali generations tumhari puja kre gi.🤩,Singh
dega ni. bhai tum mera drd ni smjh rhe hmne uski apna kaam chhod kr mdad kri hai,"🤔 without that lecture video, its impossible to creak gate"
"lekin usne hme dene se mna kr diya tha no, aisa ni hai",So then?
but aap book pde usase achha hai wo topics pd le jo kaam ke hai.,Why are you obtain a new spon feeding method Books are enough bro Do hard
🙄 i know what is better i have done LA from book it took almost a month,Yehh baat ladke
time is precious you know ithat.,"And i will try, to manage it For sure"
"🙏, it will be greatest of you. mndir bnwau ga tumhara. bhai bs tum mustang le lo sath me hi ghoome ge. hm log. tum jaise insan duniya ka udhhar krne ke liye jnm lete hai fir bad me log unki puja krte hai",🤣🤣 Bro ☹ ☹☹☹☹☹☹☹☹☹☹☹☹☹☹☹☹☹☹
ha kya hua?,Kutch nhi
to ye drane wale emoji ku bhez rhe ho Infytq me kitne questions hue?,"Udass hh hmm, tumne hamari aaj madad nhi krvai"
kya ho gya bro.,Ab isko puchne ka koi matlb nhi h ☹
😨😰 college me ho?,Na Gr me
ok tumse fine le lenge psit wale,Lagg rha h
tumhe dena bhi pdjaye ga bhai lg gya fine,☹ Techgig ki tarf se koi coupan aaya h ky?
pta ni. ha bro 500 aye hai code gladiator wale contest ki wjh se 500 ke liye adhar card mang rhe hai. 🤣🤣,Hme dedo ☹ Inhi paiso se hmm apni jindagi katege Ab lagg rha h
bhai mustang order krege inse,Nhi kanne ke liye iste mall karege 1 yr tk ka ☹☹☹☹☹☹☹
tumhare 500 aur mere pass 500,Haa
ha ye bhi sahi hai. ab hm ja rhe khana khane,Nhi matt jao Hme bi killao kanna Hmne bi kanna h
🤣 tum aajao yaha hm khilaye khana,Some error is happening on converting .txt to csv
achh have you attempted.,"Nope In evening ,i am planning for it"
ye kya hai? sam ko hm bhi dete hai fir,Ok Acha nhi isko karo Gen classification vale ka hh ye
ha krte hai.,Ha
tum chahte ho ki hm isko id ki basis pr sort kr de. agr ha to bs pandas ka data frame bnana hai hmko baki ka kaam ho gya hai code dekhe the? abhi hmne usme thoda sa aur change kiya hai,ha ok
drive ka folder share kiya tumse usme colaborate kr lo jo bhi usi me update krte jana to sahi rhe ga,"ha dakh liya ta, abhi 👍"
ok,kal krta hu college me
ok bro. jg rhe ho? approach discuss kro ge? are bhai urlto data.json file jo hai usme se 23 no wala article ka kuchh read ni ho rha hai actual me data consistent bhi ni hai bahut se linke ke discription me sara data ni diye hai wo to hm theek kr le rhe hai but ab feature extraction andhi ni kr paye ge,Ok Aaj karta hu phn 500 aay ky!
ni abhi tk hm adhar card update hi ni kre hai,Karo fr batao
ok,?
abhi hmme adhar card upload kr diya hai,Ok Batana aay to
tumhe ayem ?,Nhi
data return ni k rrha kuch cases me dekho hmne drive me upload kr di hai ye wali fir *file tum bhi access kr skte ho aur colab pr bhi try kra waha to sb kuchh hi kh ja rha hai translator,😐 Kya kiya jay ab
ab subh fir se start krte hai,Ok
fir nye treekse se. dekhte hai kuchh new kr skte hai kya.,Ok Vo jo urls_data vali file upload ki h uski share link do hmne
ok mail check kr lo 2 bhez di hai ek normal text hai,ok
dusra data frame me transformed hai but usme translator ni use kiya hai.,ok
koi treeka nikalo ki ye pta chl jaye content english me hai ya ni.,ha dakh rhe vahi
👍 ginger wine piyo ge?,😨 wine pine lage ky
hm tumse puchh rhe hm ni peete hai. chlo tum pdo abhi hm bhi pdte hai,☹☹ https://drive.google.com/file/d/15JgXCiLt_Uj0Z1yXaE_2UlLUnYcE56_K/view?ts=5d505778 ye simple h?
ha dusra wala link apna csv file hai,bro total reconds 109444 hh ky?
no yaad ni hai,check kr batao
abhi hm bhar hai thode der ruko dekh ke btate hai,ok
wo dono file puri hai drive wali unme dekh lo chaho to,ok
ye kya hai?,Ticket H Mars ka
tum 2020 me mars chle jao ge😱😱 hm akele rh jaye ge dhrti pr.😰,"😐 Krva lo tum bi, daldi se"
issue krwa ke dekh lo syllabus wali kitabe hai,Na New lib
are to issue krwa ke pd ke dekh lo,"Bhai isko karo, ab lagg rha h prize jitna padega"
ha bro.,"Agr vo user, url valla banna liya hoto ak file 1000 user ki bejj dena"
ha bna liya hai abhi hm laptop on kre ge to bhezte hai,Ok
bro come back to action time km hai apn log ke sath *pass,Kyo?
jeetna hai ki ni?,Ha Kab tk h Submission
28 ko,Ok Vo file bann gai Send kr dena krke
ha abhi wo hi bna rha hu thode der me bhjta hu,Ok
kya whats app ka hai ye to facebook hai mahino se facebook pr on ni aye honge hm to unhe time kaha se pta chle gga *ga bro ye csv,ok
"arre suno to isne link , data hai",https://www.youtube.com/watch?v=E-uk9DtcOS8 ye dakho
"id, data ni nikal pye tum jra dekho",ak min call karu?
yes import pandas as pd aur ha file ka name me chage hai script ke hisab se name bdl lena. i think hme ek zero aur add kiye the kuchh files me ya fir htaye the. Sekh lena *dekh lean *lena,Ok
Apna Codet bhai😇😇👍,😅 Are kha bhaiya
miss call mar rhe😰,Busy aa rha ta
lab me agya hu yaha network ni ate,Ok saam ko rte h
is wjh se ho skta ha *hai,Sf sonic - fs 1080 70R
what is this,"Nothing, leave"
coder bhai hash code. bhez rha hai.,🤣 Call kare
kro,This message was deleted This message was deleted This message was deleted
let me see. bhai😰😰 delete kr diye.. hm kr rhe the,What Ok karo
ye question sbke me aya hai,Ha Kyo
jo bhi question bheza hai wo yhi question bheza hai,🤣
yar dekho prime no ko lon(n) me compute krne wala treeka use kro prime_factors(n) in root n time wala approach usase ho jaye ga,Hmne solution lik kr do 🤣 Subset kaise nikalege Sum to nikal lege
subset of zeros?,Ha Count uska
ok wait,😁 ok Time over
khtm ho gya? ya fir end hone wala hai?,5 min
"#include ""bits/stdc++.h"" sorry for delay really sorry but nCr me time lg rha tha geeksforgeek se le ke bna ke diya hai. bro reply krna agr chl jaye",keval fun h Thanks bro 🤟👍
kya ho gya?,Mahnat ka fall milta h
tumhe ab?? answer sahi a rha hai na.,Kya 🤔
code ka,Are tumme itni mahnt se code likha to hmm thanks boll rhe h Hmne submit kr diya h☹ Bro vo aaj valla probability valla bejo
yar wo ab tk hme question smjh ni aya hai,Ok bro colab me jo last vala code padda h use urls_data convert kr do mere me time lagg rha h
ok,kr ke file ka size batao .csv ka
ok wait you are talking about  techgig.ipython file's last cell,yes
"usme se description, brand aur hta de rha",code that is generating result_to_data csv me rahine do use nhi karge brand hatta do urls se back ka syntax kya h .\res.txt ??
ok,"Part vali file me kahi kahi 2,3,6 data bi h"
mtlb? call kr skte ho?,Kal krte h bhai
ok.🙄🙄,🤣 Karo
results_url_data.csv 28 mb ki file bni hai,🤔 bass Kutch galt to nhi ho gy
no.,Iiti choti kaise
actual me hm log ne content of the article hta diya hai na is liye to file chhoti ho gye. hr article ka sbse bda part to uska content hi tha na. is wjh se,Oh 👍 This message was deleted This message was deleted
bahut sahi. pdai chl rhi hai,Nhi keval pic le liye
fir bhi library me baith ke pd hi to rhe hoge. tumhari clrs chl rhi hogi,Naruto dakh rhe Hmm 😁
achha wo files bn gye sare,Structural dikhao open kr ke
ok mtlb hm tumhe excel me khol ke dikhaye ya fir python me head print kr ke kaam chl jaye ga,Ye aage 210001 kya h
no. of the entry,Ok
"dataframe me entry no, data hota hai na",.csv me save kr do
ha csv me save kr liya hai,Ok
abhi aaj hm log ko final krna hai. ki kya krna hai.,Ok
bhai abhi phone ni utha skta.,Ok
1:40 ke aas pas kru ga mai khud.,Ky hua bro
yar abhi lab se nikle hai aaj time ni mila call krta hu bs 2 mins me,Acha
abhi kru? tumhe tumbara infytq ka certificate kha gya🤣🤣,🤣 4376401 itni entry h ky part 0000 me
ha sayd. no yaad ni hai,acha vo 26 mb file bejo --------------------------------- ye scene ho rha h
ha,sahi lagg rha h
bikul tum kaha dekhe?,"are hmne ram me kr diya hard disk me time lagg rha ta ram me to 10 sec me ho gy pura bejo tum file, train to use hi krna h"
ha bhezta hu bhai bhez diya hai uplaoding me time lg rha hai,👍 ok http://timesofindia.indiatimes.com for key 1000692
ha ye problem hai,set lagga deta hu
mera internet ma...wa rha hai bhai uload ni ho rhi file patel sahab hm aapko email kr diye hai wo wali file,Bro syatem ki halt karb h
achha bdl lo mngao ek ROG,Paisa nhi h 😐
Rupay se aajaye ga paise ki jrurt hai hi ni.,☹
kat diye😭😭 phone,Ye batao random size ki image ko 28*28 me kaise karge
bhai resize option hota hai opencv me aap wo use kr skte ho,Na na Code se
"mtlb? wo code se hi hota hai, jadu se ni🤣🤣",☹
agr tumhe code se krna hai manually 28*28 ki matrix utha lo image se,Acha
bro. call me,Tumhare dost ka aa gy bhiai
achha,Hmm krte h Abhi
help krna uski kl.,Ok Did you uploaded the files
yes tumhare sath ek folder share kiya tha drive pr🧐 usko kabhi check kr liya kro usme hm sari info update krte hai,Ok This message was deleted Keval file kr rhe ho Folder share karo
full access granted enjoy.,"🤣 thanks Code bi bejo , dono ko convert krne ke"
ok,Nec hackathon techgig me h Uska mcq pass karo Team banna li h hmne
"kon kon hai? aaj tum kiski help kro ge, mere friend ki ya apne follower ki?",Kisi ki nhi karge hmm 😎
chhup ke krna chahte ho?🙄 hmko ni btao ge but pichhe se kro ge.,Tum batado kiski karani h
hm kya bta de,Kiski karay batao do Usko hi batyge
tumne phle se hi decide kr rkha hai hme bs bna rhe ho.,Nhi bhai Isme null h title bahut sare Data et me
to fir kya kr skte hai?,ha dakh rhe h
aisa kro,tum kiski madad kr va rhe ho?
"jska question phle aya waise hmara presentation hai aaj 11:00 se lekin fir bhi hm kosis kre ge, jitna hmse ho paye ga",kal bi usne msg kiya ta ki mera test hh kal #follower ne
🤩🤩 fir to kro help.,🤣 nhi karege
kr do.. 😎😎,"aaise kr dete , ab hmne usme se greedy approch ki mahak aa gai h"
kisme se.,#folllower s e
yar to shivendra se kon sa dp ki aati hai tumhe.,"🤣 but vo dokha nhi krta, mere saat 😁😁😁 dimag lata h bass"
dekho agr tumhe mdad leni ho kisi se to tum ye socho,and ye #follower bas matlb me msg krti h
"tum khus hi self sufficient ho, to jb koi help mange free ho kr do","ab hmm nhi lete fee lete h , help ki"
"chahiye hogi tb loge, ki frze me ja jake bhai mdad kr do, bhai mdad kr do krne lge ge kya loge? bta de use.",🤞 ye👈 🤣🤣🤣
iska kya mtlb hai? .,kutch nhi bhai
hme tumhare mnsoobe achhe ni lg rhe🤔,"🤣 Ha kr dege Jo msg kr diya ☹ Hmm tumhari bato se , motivated ho gy help ke liye"
👏👏,☹
bta dena to hme bche walo me se kisi ki hlp krne ki kosis kre ge,"Ok, fees batta dena baad unko, bill bejdena"
"ha, ok part sath me hi kre ge.",Ok
*party tha wo,Acha hmne lagga hissa magg rhe ho 50 % ka ☹ { } tumne lapgay h ku Part vali file me Call kare Bhai mera systm bar bar crash ho rha h
kro kr do jra ise dekho kro try kro ise. hamara presentation start hone wala hai,Ok ? Kaha ho Call karo 64 our rank
accuracy kya hai? tumhe time jyada dinha rha hai,🤔 kya
mere me to 14 din din dikha rha tha 2-3 din phle,Kyo
time left me,Ooh
tum team me ho na?,Kal krte hh aage ka Kaha se pt lagega
mujhe ni pta hai. dekh lo.,Ha
🤩🤩 tum coder ho sb dhund lete ho,🤣 Kitna paisa milega
1.5 lacs. 🤣🤣 😎,Itta kaha milega iiti rank me
first rank wale ko mile ga itna hm log ko kuchh ni mile ga 😂😂,87.90 hh hightest Ann try krte h kal
ha,🤟 ok ☹ Aa rhe aaj psig Psit
ni baris hi bnd ni hue,Ja
tum college phuch kaise gye?🤔🤔,Ha ab band ho gai h Ha
abhi ja rhe?,Ha pahuch gy
ander jane de rhe gate pr?,Neural network chakk kiya ta?
tum din bhr kaha the? aaj college bhi ni aye the?,Gr me Na
achha 🙄🙄,Kya ho gy
kuchh ni.,Neural network try karo
hm kr denge bs hme ye btao,Hmm hindi vale text ka dakh rhe koi jugad
hm text wala input kaise feed kre? good,Dakho hmne ak line likhi h Vectorise krne ki
dikhao.,Usse frequency ki matrx aa jati h word wise Diya to ta uss di
achha hm call kre agr busy na ho to,Ha I am not busy As always 😎
5 mins me krta hu jra saman la du,"Ok, ak biscuit bi le anna"
wo mere ghr me rkhe hongr *henge *honge,Ok To kal lete anna
kaha? bhai busy ho.?,Bhai shivendra ka phn ka ph  aa gy This message was deleted 😐
kro bate.,Hmm krte h free hokr
